,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
10,10.4998455,-0.78654706,0.5319518,1.6506045,-0.8818163,0.035894115,1.2916169,0.60368806,-0.18832439,1.0202684,1.051716,0.084862135,-2.348794,1.357438,-0.047670305,0.9149501,-0.43120116,-6.1129327,-1.2189041,2.2599528,0.92244923,4.215084,-0.09367185,1.8681589,-0.42714942,-1.6475172,-1.9888073,1.5111494,0.27469003,-1.1278812,-0.8508398,0.04819393,1.3907546,-1.0483809,3.2967012,-2.3707814,-0.5895287,-0.5375002,-1.0510513,2.4965835,-0.50140584,0.9005726,-0.84306866,0.58715755,0.07313503,0.07938456,0.5241301,1.0832042,-1.4024748,-1.7458043
11,-7.5065317,4.792204,-2.1249504,0.24278042,0.89951336,3.963768,3.6520307,5.792369,1.3281658,-5.268784,-6.1214137,-3.4328427,-0.5961988,-4.0171275,-0.953242,1.4101541,0.8997116,1.0720414,-2.2566283,-2.6187792,-2.6488943,0.3513444,-2.646324,-3.505587,-0.07748821,-0.17709227,-2.0762208,1.040265,-1.4457097,2.8822834,1.251923,-4.1703444,0.3479912,-1.7177054,-0.6465914,-0.14577843,0.95428514,-0.2517152,-0.54543287,-1.6534997,-6.68865,1.5054172,0.5086622,0.44089505,2.024423,2.7551,-0.6128298,6.5744853,2.1926346,-2.114124
12,-7.2883873,-3.0963593,-1.0957876,-1.7335945,2.5268543,-0.584177,0.31860477,1.4987726,-1.5639952,0.68754655,0.4757285,1.1342592,0.17185748,0.57858104,-0.83024347,-1.4563717,0.7565681,2.2880075,-0.097391434,1.7552606,-0.6937724,-0.6347786,-1.4020474,-0.2086606,1.9348943,-0.23362865,-1.2344557,0.7342797,0.5947115,-0.53873134,1.1774218,0.05144268,-1.329776,0.47472087,0.25208253,-1.4836366,0.08513859,1.1075528,0.62797266,-0.1446438,-0.16361547,1.3490813,0.7602525,0.4178003,0.36249816,-0.038564626,0.27549055,-0.60412824,-1.1455183,-0.08419595
13,-7.403192,-1.0219259,-0.08513522,-3.328892,1.3390473,-1.5235845,1.5130898,2.3262498,-2.422465,-1.6344162,2.3888037,1.3947551,-1.638503,-1.5747144,-2.7032702,-0.49197283,-0.028375568,3.0683749,3.262796,1.3988377,2.2391763,-0.84765124,1.6142235,1.0729756,0.56923974,-0.020765688,-1.7468928,3.6240137,0.89901483,-0.078352235,-0.53498137,-0.7121894,3.1653795,0.15741019,-0.09196184,-0.53659266,-0.7125092,3.3959265,-1.470952,-0.78113055,0.17068301,0.35012406,0.6814141,1.8070956,2.3166926,-0.49219188,1.5619969,-0.23479097,1.6162472,-4.1413584
14,11.760952,-2.860865,1.3957816,-0.39561075,0.23247005,1.8197455,-0.19499078,1.0747485,0.51260394,1.3074952,-0.55977345,-0.19859983,-0.5704812,-1.5231928,1.7319908,1.2505109,0.6208232,0.34897563,0.39613172,-1.7963133,0.00958554,0.15851116,0.93787915,0.72939044,-0.21284996,-0.8913068,0.17408054,-1.246219,-0.5322586,0.010056436,0.121902615,-0.9025549,0.7075485,-0.7478252,1.0469644,0.6061782,0.71729183,0.1894385,-0.6295002,-2.058494,0.025484134,-1.4746125,-0.27762568,0.85778767,-0.7173462,0.045795627,-0.39489055,1.9216163,0.70883507,0.56583375
15,-2.162685,8.157035,-1.2294506,2.4698205,-1.7058117,1.0331571,-0.97868687,2.4199624,-3.9320552,5.713522,-0.602946,1.3469088,-0.94540876,-1.9501839,-0.9807621,1.3610249,1.1122512,1.907293,-0.868433,-1.0845976,0.69154245,1.1183876,0.09531819,0.50609183,10.288548,-2.0601397,-3.680028,4.291344,-0.17431088,4.472363,7.287987,1.6257417,8.10686,-0.2623493,-1.0392065,5.485859,0.1525553,12.876777,2.4319358,-7.4236574,-2.3236713,-0.9098198,-5.1005964,2.3719096,-3.798176,-8.929889,-6.721349,1.6435856,2.6117263,4.324765
16,11.756966,-1.3847187,0.6533383,-0.9873983,3.2335243,1.6807929,-2.5465658,0.08258668,-0.031342834,0.6078789,0.43834242,1.0256021,-1.134559,0.700719,-2.852605,0.44602787,-0.5427302,-1.2220733,-0.39473066,0.29042464,0.90646094,0.3507581,-0.6565688,-0.18048424,0.21514475,0.22393127,-1.074838,-0.01034096,-0.47592884,-1.359679,0.6997143,-0.26838645,-0.08919916,-1.1929449,-2.2173867,0.15780242,1.3992817,1.4230767,0.18839644,-0.90804636,0.5897037,-0.3295351,-0.3434156,0.17635937,0.5374832,-1.7679662,-1.3042755,0.5671308,-1.2747219,2.3744504
17,12.45199,-2.019903,0.6751298,1.0561444,1.5281274,2.0483248,0.8439574,-0.96082675,-1.0147214,0.67047507,0.41830805,0.12577723,-0.77479076,0.85337466,-2.3224695,1.0366727,-0.38705552,-1.6633723,-0.10228986,0.74022263,0.28588393,-1.1346656,-0.18942158,-1.5147362,0.28248605,-0.06003585,0.18736961,0.22694893,-1.435792,-0.8798218,0.5625007,0.81438446,-0.20035385,-0.5592928,-1.4088696,-0.330967,-0.13982858,-0.33606195,0.5316094,-0.5788175,0.8770521,0.02548433,0.3485851,-0.3981869,1.7565912,0.19113107,-0.33547065,0.4008891,-1.2557958,0.15199356
18,14.524989,-2.0038245,1.8311117,0.8628118,0.8141775,1.2074006,3.754515,0.7096516,-2.6338012,2.563004,-1.0621657,-0.9960382,1.0631248,-1.2055165,2.7817554,0.07967912,1.1896203,0.06851789,-0.4065768,-0.16439833,-1.075615,0.6980934,0.5971992,-1.9423046,1.1002654,-0.76395696,0.6178798,0.43377495,-1.0989249,-0.09287081,0.6524125,0.67111516,-0.9934499,-0.8813878,0.19912738,2.463907,0.46894905,-0.108755074,-0.424764,0.35817823,1.2667236,0.35158142,0.3635401,-1.4170995,1.8787283,-1.3005244,0.10413793,0.37574804,-0.4432835,0.46725708
19,-1.7237242,6.5112834,-2.8276868,-6.5376153,8.469383,2.7780836,8.313201,-13.334163,6.5280223,0.36964118,-0.38762125,1.3922738,-1.103683,1.1292856,-2.5687137,0.5909369,-0.31510195,0.31702477,2.9557788,0.42607325,-0.7769939,-0.23986971,-0.4543657,-1.0827268,-1.2931426,-0.6235948,3.428647,1.6424422,-3.992452,0.13648571,0.65361804,0.6469488,2.4400222,2.4816828,0.33861652,2.1945121,-0.8697641,1.6101564,1.5158175,-2.7272046,0.5581638,2.4808903,1.1047957,3.3102424,2.3586674,-0.4824924,-0.5868382,4.203683,-0.29713792,2.4087055
20,6.2419357,3.760974,-1.4580573,-2.0976574,0.41364554,-0.7853729,-4.0816145,0.3473827,1.6502938,-2.0712628,-0.26222482,-0.5333081,0.6034348,-1.5692585,1.4288207,0.839767,-0.85719115,1.5356226,-0.67608863,-1.3067691,0.31011295,-1.0775269,0.63756853,1.4993582,0.6666772,-2.1374333,0.064570226,0.077555396,-1.5623667,-0.61749625,-2.5158195,-1.1575556,-0.30305573,0.5355857,0.5318066,-0.71121967,-0.12277241,0.38818333,0.6541781,0.9094519,1.3589119,-0.021943012,0.5226202,-1.6020865,0.59684455,-0.51384056,1.2475168,-0.069532275,0.16400178,-0.4009646
21,-6.250165,4.853515,-0.8380928,-5.2636404,5.668465,1.952654,-0.9796729,2.2796674,-3.1622398,0.20366336,3.0138907,0.18507726,0.5385252,-0.24807553,-4.155988,-0.39277998,-0.98098034,0.7822655,-0.45731065,1.5958073,-0.9547978,-3.2247357,-0.56753784,-1.6163195,1.1049685,1.2576302,-0.1780329,0.56070375,0.43016422,-0.17955449,1.5636113,-0.2595339,-3.0176852,-1.484891,1.2672136,-2.4523609,-3.8938694,-1.3752728,-1.157311,1.5283147,2.624069,-1.2840861,-1.9170042,-4.1491623,1.1307222,-1.615317,0.11226608,-1.0718148,0.058798574,0.09658605
22,-1.2750825,8.931146,-3.755716,-3.9942765,5.3446226,4.37947,1.568743,-1.9769437,3.3286211,2.7946045,1.2006255,-1.147779,-0.86598647,-1.1369157,-0.8354478,1.0073135,-1.264292,-1.1813446,-0.6129136,-3.9291565,-2.281917,0.3237855,2.5920818,-2.6897478,-1.2792263,1.1645095,-0.5488157,3.252596,2.6106968,-4.1169205,-1.6476693,2.6105397,1.8216785,1.4470254,-1.9131811,2.4949667,-2.178891,-3.0575101,1.3000777,-4.1336455,0.47353086,-5.8683724,2.7973597,0.59760475,1.9317042,-1.2868422,-2.7819002,-1.8312957,-2.513602,-1.9825149
23,-6.111727,4.3130608,-1.6602293,0.22319292,-0.89161944,-0.913864,5.238049,1.0681121,-2.2320838,-2.08735,2.478318,4.6210732,-0.7486828,-0.37206733,-0.32601383,3.148414,-0.98016167,-0.066720985,-1.5101209,1.6120806,0.7304894,4.1093774,-4.1024146,1.8491757,1.6132307,-3.9376116,-2.6654155,-1.3200157,-3.7437494,-3.2650108,0.5577007,-0.27452207,0.94770634,-2.5043237,-0.3606873,0.30453497,1.1754705,4.4514723,-2.3889487,-0.6950587,-4.551988,1.9409246,0.25184596,-1.3003836,-1.9289618,1.4621028,-2.8716717,0.34717232,1.9472328,-4.1125703
24,-8.171237,-2.1750636,-0.3279935,1.4044288,-1.7381378,0.4645718,0.36973023,0.37609768,-1.2218589,2.6253498,-0.64309156,-0.07004012,0.26043636,0.59719104,0.50325346,-0.5101577,-0.02435395,0.9427095,0.94463366,0.060891025,-0.10959949,-1.2410945,-1.7112889,2.0597644,-0.16291796,0.5912593,-1.8098814,-0.11447949,0.20846044,1.6005205,-1.358676,-0.61496025,-0.2146157,-0.090935014,0.2645542,-0.8223117,-1.328157,2.938874,-0.8053987,-0.030489001,0.2798932,0.2416444,-2.699675,0.68637484,-0.43935034,-0.3722361,1.2560254,0.40455604,-0.85985184,-0.73413485
25,-7.4014874,-4.310259,-3.1324034,2.718674,1.4727576,1.9661262,-1.5266621,-0.91525424,-0.9043729,1.427091,0.43666273,-0.45231178,0.4171313,-0.58363754,2.1805902,0.1718781,0.41651282,1.5967271,2.0941136,-1.4506379,-0.16309313,-0.42294767,1.0444094,0.91203046,-0.40208837,-0.31634828,-1.0032687,1.299489,-0.7028671,-0.047414664,-0.1799615,1.6173065,0.6296294,1.2609903,0.28774205,-1.8522027,-1.2485325,0.9538143,-0.10537989,0.40106905,-0.71785945,0.90805346,-0.8972341,0.34374577,1.1242626,0.07274268,0.68916255,0.23365748,0.20958133,-0.045310084
26,10.124051,-1.1918083,0.22705376,0.6180549,-1.5347723,-1.63009,-0.0003712053,-0.18084936,0.95104265,-1.0702382,0.28284428,0.06814142,-1.57273,0.2754928,1.4268893,-0.38148043,-0.40621907,0.85777944,1.1273341,-0.8203373,-1.591094,-0.42190388,-0.6523861,0.51050645,-0.33858174,-0.013920309,-1.1520014,-1.2338676,-0.27053216,-0.7603161,-0.5379448,-1.0790431,0.41705063,0.015565041,1.0995084,-0.39202812,-0.053150658,-0.34671244,0.18925218,-0.05263899,-0.06768323,0.47591826,-0.49462697,-0.47338274,-0.7162888,0.58132786,1.7029071,0.8999387,-0.044929985,0.49333835
27,-6.159402,4.0517316,-1.8175701,-2.3639705,3.9643965,1.5169888,0.10596608,2.6020873,-3.0442445,-2.017338,1.4317346,0.46474394,-1.0693343,0.55251664,-1.2362199,-0.077091046,-0.20971248,-1.11818,1.5026504,0.24559003,2.0759804,-0.45919257,3.1842055,1.0487522,-1.6885409,-0.99930054,0.8380984,0.48111853,1.1311969,-1.6848068,-0.16887617,-1.2631814,-2.2248573,-4.0133986,-1.1792248,0.5358358,-0.14289956,-1.0782887,0.1790759,-0.4540647,2.9967792,1.9992703,-2.1529527,0.25117433,-2.3320794,-1.7819191,0.21037248,0.5481922,-1.6203207,1.0914799
28,-8.354183,4.72397,-0.0796948,2.4525862,0.33583415,1.957538,6.2758727,3.3431559,-0.43397173,-6.197615,-3.2748435,-2.876031,-3.0045662,2.849045,0.2151571,-1.817265,4.661584,3.2216668,1.6800997,-3.1134017,-1.0654877,-4.551512,-0.6254072,0.11600972,1.5251663,2.9890888,0.5278162,7.702684,-1.2580626,-1.3031017,1.6510252,-4.0351386,4.3693166,-4.2215257,-3.8148763,-0.9012676,2.9337606,-3.8553777,-0.23748307,1.3955743,2.0015993,0.031884264,-2.6424105,-0.91562897,4.2331824,1.2979536,-2.1753438,1.6526834,-1.53791,-5.2796974
29,11.392815,-1.5578592,0.57918555,-0.26519382,3.0817242,1.4724456,-0.47906336,-0.3684349,-0.39726514,0.23758489,-0.6548969,0.46112022,0.59065336,-0.7152777,1.0827532,0.19961901,0.07543362,-0.8580399,-0.09944471,0.26794514,-1.5051742,0.14726265,-0.36846444,-0.46011516,1.149839,-1.6552569,0.16129503,0.75375265,0.42389792,0.021419726,0.04554772,0.31455722,1.3316153,-0.4787659,1.3845577,-1.4838992,0.5548196,0.21994156,-0.29394716,-0.5550671,-0.18398786,-0.30812675,-0.46817714,-0.7804394,0.58677864,-0.56789577,0.5664005,0.6592841,0.2809676,-1.2769798
30,12.53079,-2.2668753,0.3103183,0.20008439,2.1181052,1.6111108,-1.1058728,-0.3005355,-0.34270182,-0.3182797,-0.50649077,0.45486853,-0.2424765,-0.46611243,0.4621864,-0.82818854,-0.1343806,1.4240276,-0.6295732,0.23435456,-0.28219366,-0.6714381,-0.98431695,0.36239603,-1.2507188,-1.2868509,-0.6029052,0.32624117,-0.118468806,0.46370286,0.15016486,-0.3588193,0.9405131,1.4929799,0.9687713,0.49224627,-0.52670014,-0.2529958,-0.1057404,-0.14318663,-0.9313754,-0.57285905,-0.07247079,-1.3703241,0.96353036,-0.027073344,-1.2050493,-0.9409641,-0.103110485,0.5660966
31,9.463104,0.4062926,-0.2953568,-2.5979912,3.810975,2.8926754,-5.2854075,0.06607764,-0.5148635,0.82917833,-0.42450386,1.595613,0.3627363,0.684811,-0.86856055,0.1309716,1.010786,2.6023738,0.84037983,0.42218316,-1.7552427,-0.3484856,-0.598903,1.1487228,-0.4125231,-1.4449555,-0.22289705,3.4065216,-0.61246955,0.6062539,-0.013777126,-0.93546915,0.54517084,-1.0206138,-0.55189544,0.43969905,-0.08425782,1.1408939,0.33085328,-0.27801293,0.5819807,-0.5182006,-0.1152591,0.5915828,3.4338713,0.040860604,0.9447769,0.06496553,-1.5941066,-0.75197846
32,7.3627462,1.707288,-0.35120338,-0.68831354,-2.259925,-1.5523663,-2.7863903,1.4268245,4.058125,-1.2399782,0.79113364,0.6015907,-1.1368321,-0.5074497,2.140389,0.45172963,0.75739473,1.0254427,0.064377725,-1.3518661,-0.5961713,-0.52533746,0.30597705,-0.44194287,-0.007502542,-1.040511,0.4187226,0.7799599,0.6482599,1.4213291,0.5026739,1.4969974,0.32280925,-1.1559607,-0.10481577,0.15039298,0.46682373,-1.309881,-0.51149446,0.20353962,-0.51886314,0.20012543,-0.9410607,0.32076964,0.90779674,-0.5136127,-0.1627227,1.1326584,-0.36338565,-0.2769396
33,9.237405,0.929978,-1.198454,-2.4613502,2.8232946,0.7696643,-3.3683872,-0.029936397,0.0074726995,-0.17174424,-2.0056722,-0.016676353,0.37187716,-1.6121165,2.5907876,-0.6276439,1.0277653,2.3404825,0.57637006,-0.9848724,-0.50030464,0.06058713,-1.5193486,0.6035627,0.72320056,0.76054364,-0.17989685,-0.37776238,0.47228804,1.9123585,0.7876048,0.3374616,0.9261209,-0.4897137,0.2582557,1.9239042,1.8507807,0.77636325,-0.7238745,-1.46912,-0.87846607,-0.97178745,-0.62893516,-0.4456602,-1.1668212,-0.85670185,0.16581848,0.7490964,0.79175276,-0.9271091
34,-7.490699,-1.22111,2.3080945,-3.8974836,-0.4320129,-4.4370146,2.6298723,1.0359972,-0.18833101,-0.81454223,0.76450855,-0.08749651,-0.64125323,0.80843854,1.6026323,1.15259,0.4977261,-0.047332317,-0.20551269,-1.1408296,-0.8772628,1.0166187,1.1413238,-1.2807734,-0.49550536,-0.14070646,-1.5720302,0.42651516,-2.0407503,-0.56266123,0.6567093,0.582771,0.8071856,-1.3833147,-2.3180046,-0.56304395,1.5229266,1.4867522,-0.2520884,-0.06921331,-1.3066201,0.13524376,0.014024317,0.98301077,-0.53959584,-0.7513301,-1.8946898,1.409236,1.1256204,-0.7568322
35,11.975607,-3.693494,3.3016932,3.2049043,-1.5438216,2.3227293,11.269699,1.0594581,-5.648128,5.498692,-2.303891,-1.6856457,-0.3033238,-2.7545109,2.1501262,1.9092422,-2.5430984,0.5901587,0.60903114,-4.357208,4.0820174,0.8075337,2.2213616,2.3817694,-1.4779134,-0.90808207,0.57828856,-1.3430943,0.8999671,2.8028803,-0.49168032,0.44901615,-3.2213259,-0.40224573,-0.12331106,0.6332554,0.4515018,-1.1620531,-0.6584569,0.24639,-3.1258454,0.11559528,0.83168375,0.90772974,-2.35142,-0.6425274,-0.3812048,-0.7793281,-0.107008256,-0.92210925
36,13.4057,-1.9187347,1.5945514,0.3673666,3.5316253,3.706892,3.4266717,0.7684202,-3.0359378,3.587288,-0.3683084,1.214872,0.7734702,-0.2751674,-0.5010862,0.1688165,-0.07463031,2.6675503,-0.93297166,-0.55429167,-0.74059945,1.1191031,1.2909226,0.6121549,2.9819894,-2.2700217,0.12713726,0.41336668,1.2224479,2.6053126,-0.2890932,0.73894686,2.0667605,-1.3058909,0.402008,-0.12121102,-1.3230417,0.10158909,0.9699016,-1.3329197,0.68655527,-0.44398522,-0.44193372,0.50394183,0.87141407,-1.7652258,-0.5139045,0.6087991,1.5828314,-4.418539
37,7.009387,3.1887548,-1.6530083,-2.473952,2.5910842,1.6904285,-4.8917384,-0.053278733,0.12145961,-0.59452575,-1.2759798,-1.0092281,0.5898959,-0.65925664,2.6113057,1.9173038,1.9917163,0.6588137,-2.0923812,0.64874333,0.8993936,-1.0596164,1.6032776,0.5940018,-0.22150445,0.8215907,0.8912589,-0.53598356,0.16906033,0.22457625,-0.91189075,-1.3458555,0.37259647,-1.067326,1.1759019,-0.07193746,-0.34816033,-1.135048,0.058971375,-1.7261122,-0.901992,0.67329127,-0.73526144,-0.10538051,0.04598007,-0.03707906,-0.87916166,-0.5824728,-0.7463962,-0.5404405
38,-7.604521,-2.0600073,-2.0365736,4.345595,0.005748139,1.6502209,-1.0084924,0.22398975,-1.4409729,2.3080916,0.12711462,0.29866412,-1.1306558,0.80272394,-1.4051608,-0.047709756,-0.27442986,1.9493896,-0.31476986,0.5764232,0.37516603,-0.24889342,-0.22265005,0.5729427,-0.36003116,0.5710335,-0.98060745,0.8129816,1.8964715,1.7796035,-0.60026693,1.0706176,1.3016714,-0.05592413,0.028489834,-0.9410965,-0.14139253,0.2626859,-0.5405698,0.35544157,-0.053850517,2.2936916,-0.43041092,0.038903482,-0.33645746,1.1232927,-0.17066449,-0.9572025,-0.046750344,-1.0935209
39,7.899065,0.55418533,-1.1663438,-1.0584552,-0.017776819,-0.73704344,-2.2100163,-0.21456322,0.43882498,0.44985083,0.723723,0.66336673,-0.8310753,0.55839163,-2.067597,0.49075705,0.5818442,-1.1092701,1.5131495,-0.16182002,-0.7107947,-0.2547029,-0.06633706,0.3136423,-1.3788599,-0.71405697,0.30160254,0.32528183,-0.16003627,-1.0866392,1.6102501,1.8651991,0.6213555,-0.13911669,0.3278608,0.069419794,-1.3881577,-0.83739144,-1.2590021,0.8463108,-0.7462465,1.1800855,-0.46326768,-0.80521196,-1.0400372,1.3111413,1.0659635,0.10723817,-0.3453415,-0.8420236
40,11.549097,-2.0736635,0.18028677,0.9603209,0.9218391,0.45892784,1.27744,0.67017245,-1.7908994,0.8920309,0.54985505,0.49792898,-2.2246146,0.38759544,0.6402783,0.48987177,0.5234984,-1.1206661,0.15281922,0.13406119,-0.9202176,0.31034532,-1.0474514,0.7338263,0.8917829,0.26217166,-0.40227282,0.6799495,0.13416108,-0.047337353,0.50271225,-0.5555959,0.3621458,-1.5216533,1.0826898,-0.3687825,1.5835673,-0.5418807,-0.6934887,1.0076015,-0.76578367,0.516491,-0.5009087,0.86844724,-0.7025307,-0.26907524,0.03011723,-0.38433015,1.0700163,-0.5900499
41,-7.3463926,-3.3643267,0.10583027,-2.997835,2.6274042,-0.19411698,-1.2068943,0.59528935,0.01747499,1.6096574,0.52265716,0.33510643,0.40673888,-0.17142731,0.47853413,0.083069816,-1.0607234,1.2459818,0.08042918,-0.046218436,0.8673985,0.19938447,-0.88756794,-1.1128721,0.70291495,-0.31228352,0.51197946,1.0848644,-1.2817754,-0.5599275,0.31449515,-0.37672403,-1.9261886,-0.83743405,-0.2792429,-0.97769004,-0.89048374,-0.34468687,0.6236592,-0.44736147,-0.7422584,0.25111333,-0.3760524,-0.07781417,0.25119954,0.13735507,-0.47277716,-0.94388014,0.9831261,0.98288214
