,FA1,FA2
100,-6814.216047782981,-6265.131906834454
101,2462.6914277444903,-10412.091389084077
102,-7068.757819769714,-5497.2933168912805
103,-7238.081727398815,-2776.809779949927
104,6863.159875932202,-7101.2401323810145
105,8527.233632047373,1980.0406069215926
106,5282.362935868923,-8253.697094901361
107,8469.338898688966,1977.4692697873193
108,3735.216896781968,-5130.819055082256
109,-6788.668051825972,-3291.932408063646
110,-2465.8500137148453,5831.490628403684
111,3218.8498450628244,-9762.919231686996
112,5264.802976310142,6428.6589262112775
113,5222.270683101842,-5855.912120236118
114,666.4719837101401,5146.263130606894
115,3518.5393509492887,6031.709682161409
116,5750.607599398366,-6611.486700568218
117,-8533.139392306355,7207.339437190755
118,-13865.41861151815,-3479.0261385024583
119,-1350.5679629949136,4293.833963586294
120,5475.724775153613,-1776.6299348215866
121,7850.35553210033,2104.304623047762
122,6283.419869451037,-7695.235399717141
123,7362.363473077406,-4410.069576175652
124,6603.701036843862,-6608.461057116472
125,6393.310960290375,-7250.65495817879
126,8765.258857607882,-270.92327490834236
127,-6614.612010747942,-6497.701489302002
128,6945.543289397434,-358.5277708297833
129,-6688.978123366674,-3043.701201561292
130,6959.592739303946,-442.6401664163588
131,6539.0403876863365,-7401.760797376248
132,-8581.718938424241,4856.378974058645
133,3533.2355498180495,-9019.169093591496
134,-4194.68249413208,2205.293044163401
135,-7262.879689631097,2551.230625252677
136,6029.435136506789,-7826.6723060268805
137,3202.456801731245,-7582.044634230587
138,4245.247823714562,-3123.484217548624
139,-6643.071795887584,-4066.0713277245263
140,6739.0473553627935,-5752.276242131415
141,-8272.322376161956,7885.054939389298
142,-5789.788384312761,-2486.5082665314635
143,-4522.874218401822,2076.5365308855453
144,-6497.973181788421,-7602.443706557183
145,5299.627007211648,-6439.554028712958
146,-6953.95086014433,397.30825830983457
147,4755.621066461009,6097.449629772969
148,-3305.817819794376,2888.5733882978475
149,-4341.252767891219,2113.3780573731196
150,8575.710536871771,1384.7931011906435
151,-1995.9336780369197,4083.127575956959
152,-7382.892388873815,1641.9507737448473
153,-6928.938793128912,-2672.7366126778215
154,-8528.088638220695,7109.11312437482
155,349.75774792527943,4903.474598252314
156,3443.4484067956682,5956.4613448345835
157,8533.072363347166,1950.3865626891538
158,-7760.979647074518,2805.7569627336657
159,7073.006612853838,-5922.958486421144
160,-7971.524998973646,3397.955635153301
161,-6266.947566395127,942.362005675449
162,-1944.38860356468,4130.500248109017
163,-8676.121847709575,6353.472840078068
164,2550.2395770594226,3987.1153586511505
165,5485.33912584716,4537.533875792635
166,-6039.983693756507,-3100.6837388646795
167,4199.637338697891,6137.2375957650065
168,6712.245372199729,-5689.648434506242
169,-6273.829534064495,-3591.3054177439803
170,-6410.636033268588,-4537.003762352034
171,7432.949832825756,-3490.7664180139727
172,8918.200030813703,1185.9923154815885
173,-4898.060152651611,1753.7652681701122
174,-6843.068573749516,1729.6131972765406
175,2248.5340652848013,3089.7479242463173
176,5138.81591660171,5649.484256402191
177,8758.928340678422,657.5505507033226
178,-6291.936028572214,-2886.504027148307
179,3047.520448988232,-7559.462356425514
180,7999.661731302691,1073.642407746135
181,-5723.282836242588,975.2434362913488
182,7406.56885191212,-4534.1552654731495
183,-7066.312606760028,-2828.5102226743365
184,-7458.233618904923,1852.8762818492442
185,2955.9873119081885,5340.791922658195
186,3221.585840033661,-7772.653748366905
187,-7695.023952129044,3425.964371858205
188,3122.3632045953286,5694.698469660874
189,-2730.2152174928933,3771.397662606419
190,2422.089306893306,-8058.0194405727725
191,7834.119231790104,2326.0313641172443
192,-7713.336118819035,2797.2613255466445
193,-8188.980164739239,4623.096543722087
194,-6294.924987013785,-4787.984441582614
195,7335.075651921136,-1448.7204245455323
196,4048.6441186521542,-3562.6706610826154
197,-3360.423671438806,2708.2118528555557
198,1086.7650286706807,5342.046689824078
199,2924.1025182015765,5307.7726322201115
200,2531.1118481677945,5573.495619405607
201,7407.525978648475,687.9638871404544
202,5639.5716652165265,-7588.341079629794
203,1660.848574743976,-8076.132403127985
204,2896.1520531398246,-7744.627014959291
205,-7140.649934100548,-2787.1927695158274
206,6607.635729876811,528.7291716304029
207,4219.721777412797,-4293.63311865582
208,4783.949731649591,-2671.1201497262314
209,3790.391346638452,5715.009742187612
210,6625.765479341081,-3414.2736997041998
211,6004.698049026185,-6467.030638789316
212,-6173.370847303891,1052.8888597157186
213,3957.4121892718576,-4411.160411056579
214,-7035.586380095752,-1641.7522776657156
215,-6163.410369195245,-2331.5106990410413
216,4514.788238173295,6298.477067500374
217,-7849.657621092868,3259.2449739655017
218,7636.760629967498,-3028.5376011108783
219,4961.097428976065,-4480.26496852452
220,-2855.022221527702,3252.546416256958
221,-7093.057587215342,-1160.6520066371118
222,2167.6603118055273,-7927.949130280252
223,-7030.52680913418,592.8151526778655
224,-6257.296662046829,-4557.893074735392
225,5150.870476801974,-2426.419422294149
226,-7590.224790923306,3410.2932457762317
227,-8507.532909512265,5691.15196526351
228,-6592.877069373606,-7147.904741312276
229,3875.4675093593864,13493.319915760161
230,5011.2385318977185,-2579.1986215091974
231,6417.502625244451,-1008.9075741563059
232,-5273.761250625527,742.0564410524689
233,6161.53556286807,-6262.784701048811
234,7471.367048180664,2709.4545944018014
235,-8114.197864502535,8283.587573449378
236,-6945.493585667882,-4674.732640507101
237,4122.259730319061,-8746.610423080543
238,-1672.1719019264565,8220.88718658948
239,-5804.773621339343,1017.651414997108
240,7344.233897695106,-1118.4832509638939
241,4010.2732134741423,-4424.318365140843
242,7630.775531982688,2755.6845957362557
243,-6072.033807749888,-3303.9572614335348
244,4327.847652436296,-3009.8356839728626
245,-7587.769859169669,2307.5278802161556
246,-6181.298491243081,-8615.402719808699
247,-6737.282204947775,1273.1612949484079
248,3693.9515335025662,6635.711566583561
249,-3631.04269986913,2406.0228442167636
250,-5650.4988545119895,2792.2066456326575
251,-6303.81046075238,-8185.766936389388
252,3673.9891634897713,-4898.382583732132
253,6206.8647894381,-7247.7590821428075
254,5139.1889815632585,-6462.083815411303
255,-3024.979349645171,3253.220932390315
256,3445.291971187362,-9167.247282956934
257,-277.72884874359715,5441.429634341245
258,5085.047069826843,-6645.7674065196925
259,5077.199301769096,-2533.0118257903305
260,-2310.4526894403107,5120.957467915813
261,4056.2155600260176,6657.064486829718
262,6681.566577201095,-6280.9567712602075
263,619.6512601817795,5018.770212454078
264,8748.695301872092,184.03744195883326
265,-6628.6207891282,-6259.758934359062
266,3973.653156843716,-3775.548287316377
267,-2013.296118312318,4835.039675897824
268,-8466.11024674194,4910.13385659629
269,5286.605817127498,-7919.931209478541
270,431.34852650029444,4889.162369943843
271,7330.274080200942,-1400.8797481744614
272,8763.365968568629,-228.17243798877175
273,5304.870194544976,-7957.0019075419095
274,-3266.7488659658716,2858.087127048666
275,-2950.409692203966,3721.092683986302
276,5928.636955377577,-7450.987113565578
277,-6197.996420705818,-2359.0463581891927
278,-8614.156894501442,5387.487069513077
279,53.80952251938688,5390.652377742928
280,-6348.23499021336,-2740.611890667868
281,-6138.423187958096,-2090.2862234173585
282,3663.8228132184686,-5075.0246258408815
283,-5722.737900157312,-2055.751188514281
284,-3605.5021617337234,2387.6724999212515
285,-1560.169170944141,4113.647535177888
286,8859.963281352057,1060.2310719621323
287,657.9911749141694,5040.129886291049
288,-6438.73095662678,-4152.678422053636
289,7429.620889621736,-1154.3469135167975
290,-7167.834264705132,-4334.732483412008
291,-14071.626240320822,-3485.930691379669
292,5002.755765939877,-2610.3824293824005
293,5335.480699785176,-5856.481965877938
294,8739.927250286475,480.2685339454041
295,6748.625426288786,-3350.5022832802542
296,4452.200523599577,-6523.104987548564
297,8873.74474668039,1162.8781435183505
298,2471.2474100846466,-10393.881333114005
299,-8454.785053866024,7137.330385599656
300,-7189.048819760107,-4136.244309375531
301,6091.149540776378,-7252.186039608258
302,7462.039265956599,346.9315685163521
303,-8472.065291550256,4699.66218051159
304,7158.419855242602,-428.6624506809799
305,7394.555634224128,-4630.412681971751
306,7352.1250772324,-1679.5430689204927
307,2422.5295403094765,-10412.5214253856
308,3701.230038812399,6626.138233010972
309,6505.513219322387,-7343.750914016189
310,-6649.899309940236,858.9710091769944
311,2617.4120153954373,4203.722585224069
312,7418.269042402215,-4380.727709213115
313,-6740.808990924547,-2618.6662155490208
314,6747.64537994633,3690.020235086409
315,2017.6271967313608,5269.328251157635
316,2851.723691467517,-7741.592203243378
317,7373.781365395705,-4501.562430417868
318,7900.854235583378,-2615.602097768815
319,3296.8192495227,5973.248659273158
320,7401.668122763879,-4446.846826779156
321,-4822.48956893894,3977.8584695217255
322,7677.433870051315,-3036.772564833329
323,8640.303610062394,-655.5553629809007
324,-7193.064239848036,-3475.6506130909715
325,-4098.806686985464,2185.023152235358
326,5000.707923178588,-8091.535051936971
327,6906.899904551317,3723.9672963843823
328,-5303.272473982158,955.8774014216905
329,2929.3069310077053,-10012.310619111311
330,8751.506594325841,307.0563129821622
331,-314.36435648208766,5495.794867300119
332,2384.0960172820296,5273.643384896254
333,-1665.4933870056934,8010.793608938738
334,-6044.315270269082,-1786.4782021502435
335,6839.022020514014,-7115.083828305051
336,8938.561001981217,1099.787869432093
337,6332.729553334231,-7357.561083419438
338,-6526.738064451621,-6042.394540386551
339,-6672.852466005491,-4858.70519866362
340,-7075.896509301061,-2625.4739633090553
341,6763.793039630522,-7040.377150777624
342,-3337.4555987171507,2771.8376555780983
343,-8604.16957002738,6238.621085964969
344,7330.06443414445,-1635.0290027781027
345,-6345.872489811124,-8251.369216315763
346,-8392.560840019443,4804.622253896911
347,-6923.861864604435,-648.3433688066806
348,-8519.31023746563,5364.773939656046
349,-6461.423539925464,-7612.4830799799765
350,1651.1210926335177,1727.1308927172015
351,615.3709959821316,5163.198382551017
352,-5776.623746449467,82.25850871293991
353,8762.766742663323,-86.8023852172202
354,5596.67195103969,6049.712485917392
355,6678.716687775327,-6365.333734860621
356,-4669.559630552815,3774.467461993115
357,-6496.743434622369,-7425.177751456339
358,7352.14649905792,-4677.916192912472
359,7363.050516611942,-1247.7915151375773
360,-6714.208395394898,-6609.676998757432
361,-6545.8174920075135,-3863.173741892338
362,-1898.5758092482188,4260.61544164526
363,5143.237544621149,-4532.733655890061
364,-988.1409846725883,4350.59510089787
365,-4986.0851328731915,1561.7392388601681
366,621.827572930096,5133.013105035387
367,4943.443501991958,5973.010617974117
368,-2474.1532938856863,5873.450505220964
369,6927.944921685357,362.3769878731442
370,5153.178288716068,-6586.9961895094875
371,-6522.019447220681,-3974.456818177905
372,-1977.95687577772,5284.124227677938
373,-7961.6114082447875,3600.2145388046924
374,-7175.468890720462,2515.1810891410723
375,4698.472569958884,5661.525411007631
376,5333.070351960498,5794.572081004833
377,4768.676608277495,5703.6068011579255
378,7507.830689469628,473.3828293398879
379,-7012.495697172737,-3440.8382948308827
380,-6815.543210167377,-5074.171481644071
381,-2110.6442892663285,4433.722170713805
382,4033.034863343718,5343.341794532037
383,3475.321175272627,-5577.829315054978
384,3703.922639326367,6475.631173706344
385,-4784.019134081915,626.0565905056866
386,3680.1856162448544,-9301.156768700435
387,-5967.381981372279,786.9870474153987
388,-6273.693165466243,-8328.17227478663
389,-1882.7886489562093,4165.327137410611
390,-1346.0499409204544,4673.995376334836
391,4982.233664126302,-2528.2847755538714
392,-3682.1334731231955,2287.319552180661
393,4693.730097241833,-8516.39255811839
394,-4374.4558214264625,1436.1336374932896
395,6109.649063521283,-7051.363944619251
396,4967.683596162148,6134.993838239272
397,6554.917380970526,3768.003692363939
398,-6155.822047707185,-3945.612767530387
399,6829.167948802824,121.02081710420259
400,-6097.568573691834,-3316.426915518234
401,-13804.733374842683,-3481.519562509979
402,-8502.996988810015,4774.746966568617
403,229.62353786967418,4854.270465899575
404,1725.0179201893418,1894.1447542925987
405,-1197.8943694290458,4526.98285088831
406,6539.098578710502,-7371.804995443958
407,-5268.08362898611,927.8497570012079
408,-6494.409436512429,-5442.715124134731
409,-3478.2362021169397,2642.6466335678106
410,-6931.963521959967,-4135.991715134627
411,7464.205375473759,-3841.8095971793455
412,-6322.833231361966,-3009.2969078307992
413,8890.5132997109,1448.9794709882196
414,-6123.720563173312,-390.61698173602446
415,-1690.3272099338262,7032.306267726021
416,-8182.542921168108,8185.955031948148
417,-13865.767154147732,-3465.670792633791
418,-1203.6186494405513,4315.716725699204
419,-6182.151178250309,-2303.357998559261
420,4525.610049652119,-8495.507247581054
421,7338.616148760833,-2920.487210314498
422,-4659.011784510863,1628.7802672935218
423,5135.894685396389,6470.622850358004
424,8745.086736669049,283.48608677132904
425,8503.727666523066,1007.2118503489656
426,-5452.9299616738845,232.06477764635997
427,-5244.223693395422,1768.6409529705495
428,-6838.6677925496015,-4593.955864944708
429,5343.515960265387,6204.984681729146
430,-1691.7162470530873,6959.788627320923
431,6824.686786496301,184.6480794529832
432,-5337.334255774177,1435.6496557202
433,7417.506989020126,-4409.782938959064
434,-7641.088867329601,2544.031326185968
435,-6494.542709559083,-7323.394846958081
436,-7003.005336234056,-2547.0690865880315
437,4854.07707115292,6298.938517554353
438,3030.4494625877,5477.701828245776
439,-8320.56640324919,4538.670575553241
440,8813.45440988014,1097.70930090286
441,8594.447403857403,1459.0695273719894
442,6795.42046684349,3621.879146009671
443,8541.923421296766,-947.5208366926586
444,-8628.954842706014,5875.759353685555
445,3785.434730095355,-9167.86933985691
446,-2411.7639506995506,4414.168867238011
447,-2556.9153774988004,4442.072926370804
448,2342.0099353955866,5309.913287146222
449,3140.1371144191794,-6501.846007526804
450,3143.010925763708,5681.280008925102
451,-7767.912506646744,8792.170081668335
452,3882.738829738866,13437.807034103924
453,-6936.544209423064,-5315.951609298008
454,-6395.509441692618,-2401.916956792994
455,2260.41133947272,-7649.761527376898
456,7590.066353892054,-2989.283075749496
457,-8031.41272286568,3956.8329606620805
458,-8663.651584251273,6438.380752602715
459,-6616.306396360553,-6479.338262117878
460,4670.252602661011,-6405.485900238922
461,-8657.941926069536,5936.686054708938
462,-1699.205442188527,6560.993631415299
463,-7520.235312272803,3614.8909071252824
464,-2772.670824832103,3672.3405783904673
465,-8414.530428935881,7339.361642247334
466,5571.20915215175,6120.049928880676
467,6868.469712228006,117.48197593514992
468,-7008.088477542888,-2288.8183177603855
469,928.177947563985,5166.176382672287
470,-6301.321054150757,-3473.2270015602803
471,-8103.921668651598,4287.261680754193
472,-6250.169961589313,-4310.49027869463
473,5147.808645581608,4734.380278699166
474,3461.6987158077063,5987.902823365442
475,-768.9487126192168,4520.653088891173
476,-8562.007405076985,5355.755106706225
477,6197.418130291615,-7673.128473431197
478,-3302.9606980449485,2811.1727410148233
479,4341.307627390595,4940.905340827159
480,-7637.7164458405305,3045.0609715284445
481,-7091.7836549274725,-4212.443741769945
482,-8096.43992600761,4395.527804464278
483,-8574.505406597693,6224.920930412012
484,8554.352714754752,1545.501294258263
485,-8650.02965720331,6636.693074031022
486,8843.16987345074,1279.3023959650945
487,-6810.953460434234,-1682.2207169435094
488,-6222.650369064918,-4507.35197893486
489,-8566.152519273253,7075.195866619833
490,6256.032044478542,-7710.148297073213
491,6096.920243487433,-7722.568789621572
492,6612.440645703296,-7046.636813092696
493,-6470.38974473186,-4861.435098639074
494,-5579.576476428216,-1563.257654991083
495,7866.619953661174,1316.5996821849426
496,8154.564540635358,1253.0852784102906
497,2091.389915120381,5229.164670624923
498,-7124.492141861364,-4347.435115990709
499,4001.054601847613,6677.224031314516
500,-5380.85640837707,1129.7664557241817
501,-14276.233488570693,-3492.789538730947
502,-8443.181431581399,7220.01319811525
503,4451.909127404455,-8502.88262809118
504,7821.660627068821,-2763.08684818547
505,2158.2384643971627,5190.070200205289
506,2160.3780133536684,2864.3388148908753
507,6122.3746643869445,-7153.049318673205
508,8608.341804802012,-722.4505691287421
509,-6223.560118098117,-8526.159256111983
510,-6603.628233637257,-7069.987612878133
511,-1035.1094416300389,4750.996328498185
512,4324.7941405041665,6575.9228179132415
513,4787.43453903651,6120.3319403843625
514,-6649.955244510206,-6700.509830537487
515,4897.681061637103,6413.140826210877
516,8800.696377896376,-219.844407592432
517,-8249.717642516061,8043.1590494031225
518,-6880.829664079777,-6016.283103716015
519,-6320.867531610243,-4319.917568169851
520,6581.247264245154,-7284.628973140027
521,-6706.2529923893035,514.7143840088456
522,8862.8079542884,1110.5052096548857
523,4103.58635399939,6404.254059600836
524,-2690.321015147613,4867.613604724134
525,3936.4242162393402,13123.573751436687
526,-3742.5767270660053,4228.744668930436
527,4220.143937861365,-3544.1635306512826
528,-5872.927317713078,2417.464939916882
529,270.388888862296,5277.742467610769
530,-884.1135717536176,4424.453295359675
531,-8239.012678440577,4563.913648590698
532,-1662.2472519294938,8240.400676154955
533,4072.911990378948,6692.890685346629
534,-8459.88058570681,4775.230396181934
535,-6624.53153297059,-6154.935462165148
536,4693.590111759202,-3035.601589796935
537,-8377.472710515682,4811.60280114696
538,4956.994336844485,-4324.719108088991
539,5605.503086697089,4681.592828536697
540,1703.7689664376373,1835.4303428542705
541,3909.711829976833,13360.222299902793
542,7406.085579330404,-2509.958650535448
543,-6641.831938029421,-6790.313510967545
544,-1684.3887689199817,4600.777366410136
545,4850.742927787144,-2763.0181442935354
546,7281.043669645306,-2802.9331215083225
547,3685.743845660732,-9263.144588531626
548,-7965.355349302132,8572.127961364486
549,-6818.828488457308,-4756.410346509624
550,-8074.787240438517,8357.710450269105
551,6581.997968872392,4217.828113257546
552,-6949.6975386229515,-5384.461913798017
553,8655.775688605976,1816.999275012616
554,-6779.637111797716,-4881.894602904859
555,-4706.627570913076,2459.2094621762194
556,3860.2381109530984,13494.426250842283
557,-8159.115835770147,3808.7747692036355
558,-1506.0484370438462,4368.536076904019
559,-7475.140098986894,4060.6257404365965
560,-5391.260044534544,-1018.349509101124
561,-1660.1260205511678,8175.353371372177
562,-5608.885300146468,-874.6699118995194
563,3038.0876825719783,-9931.007296379392
564,7318.658467819522,-2902.5989889651337
565,8751.570281213928,144.7521659378025
566,5327.074116575347,6236.8590422115885
567,-7152.051514184291,-1684.7248607362255
568,-2291.5606582804053,4801.826594264415
569,5459.344002762287,6014.573564592169
570,-805.4340724534325,4483.849214957304
571,4960.109296411617,6019.925294436621
572,-7069.468800505229,-4040.8169885471993
573,-2793.574759874422,3808.7098515829125
574,6569.264276546881,-6975.877043372031
575,-7565.36543988944,3228.3811296273484
576,-7027.744569802689,280.70660349367006
577,3877.124628102987,5273.227583060294
578,-1428.7895377798259,4348.496222970611
579,-6835.397499805,-5991.885262314901
580,-5621.845269989056,-915.6836817131666
581,6713.552975529143,-5926.746130426544
582,8158.182334402989,2050.47060440883
583,-4355.15741673231,1525.1986870928256
584,-1995.8123469466125,4123.1967532325725
585,-8308.245593138268,4151.0547733033845
586,-7905.305500840094,8656.746800261786
587,-2020.232218934228,4473.317601501664
588,2413.989284473315,-10437.918466997731
589,-7105.734379043054,-4062.015639732451
590,727.8885009791741,5348.615006590192
591,-2506.7702043993004,5965.8349921657245
592,511.86919551404407,5327.418540494209
593,-7959.141714423744,8546.492882821438
594,-1831.2504711153813,4724.839259128865
595,-6084.858071934625,-2592.745651252962
596,-8478.285753470422,7235.312760581838
597,5523.005952257409,6064.248722603782
598,8696.418863378518,1225.2419944480214
599,-1850.1713550861014,4687.374046587677
600,-6142.699527391036,-2257.252224843392
601,3893.843080589866,13358.170057898507
602,-7146.893168994619,868.1285519406281
603,8601.962262558627,1254.1842960881543
604,-5596.9283958459,-1656.3591063701904
605,-6751.60767866054,-3431.495018518183
606,-6430.7770919900295,-7838.978068889773
607,3847.1047997734136,13491.65486544922
608,-4390.049336212718,3571.0667046993944
609,4641.391932535629,-5269.857249667494
610,770.2675055138925,5081.2315509687205
611,138.78924880940602,4838.521566095278
612,-14278.279789273967,-3480.054224785859
613,2350.126281041881,-10478.479969768276
614,3933.055410130067,13052.614853140527
615,4840.118326067748,-5985.309243827504
616,5948.862986187857,4646.143559204371
617,4969.996447371805,6075.353230914204
618,6182.184751206481,-7039.839476966514
619,3606.126121936227,-9370.229784902946
620,-6154.062246708014,-2678.9148585676166
621,6903.542878982951,102.98157548890667
622,-8338.599184595036,7816.199523836952
623,5770.617420783969,-7507.147681132552
624,-1264.642774079253,4543.191155393211
625,8510.01856508341,1952.3499916514302
626,-4872.574430896992,939.3872989981105
627,-2462.0483865371593,5779.791218082721
628,-2060.143821192787,4795.435961138787
629,-940.103133909192,4681.263058909885
630,-1667.1706874726078,7972.207741894444
631,5628.358478400726,6049.8806544535255
632,5580.46417288268,6071.38588902185
633,7760.131490345502,1291.9676907021512
634,-6759.960686452687,-4761.019853528801
635,-6689.104835869427,-3425.546601387174
636,3922.164694037701,13302.97352801549
637,-6372.966406506189,-3580.2133024930286
638,-6227.204222436293,-4361.469534914504
639,7366.403672676806,-3855.684407555778
640,-4062.9470219827313,1837.5436828569634
641,5087.796557723379,6451.39400526032
642,5402.565945006285,-2122.243343075239
643,-3132.547496792475,3020.155770667539
644,-7962.078380126277,4532.448452258031
645,-4438.597723589724,1480.2219729745464
646,-13802.290971500895,-3492.7911567978504
647,-1676.8334201598516,8096.150052481617
648,-2672.634116277056,3544.8748234615286
649,-6583.02832935918,-4008.0919295590156
650,7329.98851933548,-4088.897667349579
651,-13847.374679088773,-3488.97157805039
652,-2311.5465880048328,3835.6376976179004
653,-6747.341163584842,-6332.522540530191
654,6541.53085843395,-7502.699889323378
655,4828.4630609413025,-8255.470666910045
656,-8604.670307461187,5967.745687218717
657,-5961.455090250095,-2322.024169547233
658,-1827.7430133950463,4559.658522161541
659,-8650.855236634796,6372.944979777593
660,-6822.431374979644,-5171.68320628564
661,-4664.099834988483,737.2423373680886
662,-8596.353673540283,5763.896216886673
663,8906.29111317068,1142.0175617209525
664,-6599.454140365216,-3227.460053390207
665,238.32471304929965,5358.772783476981
666,-2021.2011382646156,5423.518684066608
667,6065.620954088721,-6729.9471987148245
668,5073.482400107676,-8052.902300930055
669,6784.590650729709,-7097.696380125487
670,8597.01941168651,1212.0347293407413
671,-5498.165557387119,-1269.4864153708522
672,-4293.089060983407,2143.585946468035
673,7341.174685298854,-4690.924094637926
674,7505.790348272737,-3452.6686600417315
675,-8138.171725964821,8219.42425073321
676,4969.609783386041,5715.561694945361
677,-5143.632778930942,1417.299585414692
678,-6465.75953714652,-7495.875015770898
679,7962.045584959742,989.5282967545994
680,8933.926884403856,1194.5790348329108
681,4709.950002176702,-8388.78981791825
682,7509.218268808093,-3733.909257752195
683,6604.982676057789,-7082.840276803459
684,-1491.1674436603737,4244.247835957148
685,7358.329786514699,-4099.557051891546
686,-5403.106441686245,-920.3405883305354
687,-5809.55697427354,-1778.3946678339526
688,6762.413982879253,-5848.67359604302
689,1975.447664444367,5335.816838349066
690,-1682.086196345184,7363.938679406201
691,-6915.694364991387,1745.1666663874678
692,-7137.168256689163,-3287.781803805997
693,-6838.697458402714,-4821.928784730036
694,-6236.025186935671,-8455.303580929107
695,-5029.089334660439,818.9003897806691
696,-2380.3836287565173,4092.983455795988
697,-8112.3672336422505,3777.388461426777
698,-6447.021537237097,-4798.756600745736
699,5193.774119733589,6447.902580589722
700,-7093.306779176323,-1688.3126150814128
701,3189.3303613121266,6050.755457948323
702,-6510.374591823661,-4889.46810750262
703,3369.900079430598,-9391.399065148898
704,4041.6271529633204,-3507.4374083127163
705,-6261.502477598054,-8456.930042898082
706,-6617.589829914221,-6954.607185289478
707,-7858.566187016656,8740.591333757446
708,6732.322744739955,-5465.38984555162
709,-2812.3189660884827,3501.1000611347895
710,4531.695703708748,-4727.749907496627
711,-7080.235151640532,-3269.0384679544018
712,4199.730021309366,-4835.374139700554
713,7649.669974874558,2825.276560826564
714,4822.62203665661,-4584.379750257447
715,3925.4998312548737,13182.534986456512
716,-7144.240808247131,2466.0323871092914
717,-1521.5535033355536,5767.36782381207
718,3139.859881712243,6090.296746059898
719,3347.476625079083,-9407.776685205661
